,movie,budget_int,total_gross_int,gross_margin,release_year,tconst,runtime_minutes,genre_lists,main_genre,averageRating,title,region,is_original_title,gross_margin_dollars
3563,Gotti,10000000,10375467,3.62,2018,tt1801552,112.0,"['Biography', 'Crime', 'Drama']",Biography/Crime/Drama,4.7,Готи,BG,0.0,375467
3580,Ben is Back,13000000,13336293,2.52,2018,,,,,,,,,336293
3581,Mortal Engines,100000000,101238457,1.22,2018,tt1571234,128.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,6.1,Smrtelné stroje,CZ,0.0,1238457
3611,The Hurricane Heist,40000000,37079508,-7.88,2018,tt5360952,103.0,"['Action', 'Adventure', 'Crime']",Action/Adventure/Crime,5.1,The Hurricane Heist,US,0.0,-2920492
3636,Beautiful Boy,25000000,20666191,-20.97,2018,tt1226837,120.0,"['Biography', 'Drama']",Biography/Drama,7.3,Beautiful Boy,IT,0.0,-4333809
3660,Destroyer,9000000,5214420,-72.6,2018,tt7137380,121.0,"['Action', 'Crime', 'Drama']",Action/Crime/Drama,6.2,Час вiдплати,UA,0.0,-3785580
3681,Action Point,19000000,10163283,-86.95,2018,tt6495770,85.0,['Comedy'],Comedy,5.1,Action Point,,1.0,-8836717
3693,Kin,30000000,15814917,-89.69,2018,tt6017942,102.0,"['Action', 'Drama', 'Sci-Fi']",Action/Drama/Sci-Fi,5.8,Kin,DE,0.0,-14185083
3706,Welcome to Marwen,45000000,23638442,-90.37,2018,tt3289724,116.0,"['Biography', 'Comedy', 'Drama']",Biography/Comedy/Drama,6.2,Welcome to Marwen,FI,0.0,-21361558
3729,Suspiria,20000000,9518087,-110.13,2018,tt1034415,152.0,"['Fantasy', 'Horror', 'Mystery']",Fantasy/Horror/Mystery,6.7,Суспирия,RU,0.0,-10481913
3751,Borg vs McEnroe,7500000,3489268,-114.94,2018,,,,,,,,,-4010732
3752,Lean on Pete,8000000,3618083,-121.11,2018,,,,,,,,,-4381917
3753,Mandy,6000000,2642181,-127.09,2018,tt6998518,121.0,"['Action', 'Fantasy', 'Horror']",Action/Fantasy/Horror,6.5,Mandy,DE,0.0,-3357819
3768,The Sisters Brothers,38000000,16286112,-133.33,2018,tt4971344,122.0,"['Adventure', 'Comedy', 'Crime']",Adventure/Comedy/Crime,6.9,The Sisters Brothers,DE,0.0,-21713888
3792,Sgt. Stubby: An American Hero,25000000,6700242,-273.12,2018,tt5314190,84.0,"['Adventure', 'Animation', 'Family']",Adventure/Animation/Family,6.9,Sgt. Stubby: An Unlikely Hero,IE,0.0,-18299758
3800,London Fields,8000000,686408,-1065.49,2018,tt1273221,118.0,"['Crime', 'Mystery', 'Thriller']",Crime/Mystery/Thriller,4.0,London Fields,,1.0,-7313592
3808,Teefa in Trouble,1500000,98806,-1418.13,2018,tt8043306,155.0,"['Action', 'Comedy', 'Crime']",Action/Comedy/Crime,7.2,Teefa in Trouble,,1.0,-1401194
3813,Backstabbing For Beginners,8000000,343773,-2227.12,2018,,,,,,,,,-7656227
3814,Bilal: A New Breed of Hero,30000000,1139572,-2532.57,2018,,,,,,,,,-28860428
3815,Blood Feast,1200000,17416,-6790.22,2018,,,,,,,,,-1182584
3816,Air Strike,65000000,516279,-12490.09,2018,tt4743226,120.0,"['Action', 'Adventure', 'Drama']",Action/Adventure/Drama,3.2,Unbreakable Spirit,XWW,0.0,-64483721
3832,Hevi reissu,3800000,20306,-18613.68,2018,,,,,,,,,-3779694
3833,That Way Madness Lies,650000,2894,-22360.26,2018,,,,,,,,,-647106
3834,Higher Power,500000,1056,-47248.48,2018,tt2924392,93.0,"['Action', 'Sci-Fi', 'Thriller']",Action/Sci-Fi/Thriller,4.8,Viša sila,RS,0.0,-498944
3840,Get Out,5000000,431408616,98.84,2017,tt5052448,104.0,"['Horror', 'Mystery', 'Thriller']",Horror/Mystery/Thriller,7.7,Trôn Thoát,VN,0.0,426408616
3870,Split,5000000,417106391,98.8,2017,,,,,,,,,412106391
3871,A Ghost Story,100000,4364580,97.71,2017,tt6265828,92.0,"['Drama', 'Fantasy', 'Romance']",Drama/Fantasy/Romance,6.9,Historia de fantasmas,MX,0.0,4264580
3887,Happy Death Day,5000000,180694105,97.23,2017,tt5308322,96.0,"['Horror', 'Mystery', 'Thriller']",Horror/Mystery/Thriller,6.6,Feliz día de tu muerte,ES,0.0,175694105
3918,Sleight,250000,7865440,96.82,2017,,,,,,,,,7615440
3919,It,35000000,1024939717,96.59,2017,tt1396484,135.0,"['Horror', 'Thriller']",Horror/Thriller,7.3,It,CA,0.0,989939717
3961,Annabelle: Creation,15000000,407477066,96.32,2017,tt5140878,109.0,"['Horror', 'Mystery', 'Thriller']",Horror/Mystery/Thriller,6.5,Annabelle 2,,0.0,392477066
4001,Wonder,20000000,437027521,95.42,2017,tt2543472,113.0,"['Drama', 'Family']",Drama/Family,8.0,Wunder,DE,0.0,417027521
4032,The Big Sick,5000000,96845327,94.84,2017,tt5462602,120.0,"['Comedy', 'Drama', 'Romance']",Comedy/Drama/Romance,7.5,The Big Sick - Sykt forelsket,NO,0.0,91845327
4054,"Three Billboards Outside Ebbing, Missouri",12000000,214705655,94.41,2017,tt5027774,115.0,"['Crime', 'Drama']",Crime/Drama,8.1,"Trys stendai prie Ebingo, Misuryje",LT,0.0,202705655
4095,Despicable Me 3,75000000,1299352050,94.23,2017,tt3469046,89.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.3,Cattivissimo me 3,IT,0.0,1224352050
4130,I Am Not Your Negro,1000000,16741321,94.03,2017,,,,,,,,,15741321
4131,Jumanji: Welcome to the Jungle,90000000,1369005109,93.43,2017,tt2283362,119.0,"['Action', 'Adventure', 'Comedy']",Action/Adventure/Comedy,6.9,Jumanji - Benvenuti nella giungla,IT,0.0,1279005109
4165,Jigsaw,10000000,140498028,92.88,2017,tt3348730,92.0,"['Crime', 'Horror', 'Mystery']",Crime/Horror/Mystery,5.8,Jigsaw: Mostenirea,RO,0.0,130498028
4196,Lowriders,916000,12368376,92.59,2017,,,,,,,,,11452376
4197,The Shape of Water,19500000,259650229,92.49,2017,tt5580390,123.0,"['Adventure', 'Drama', 'Fantasy']",Adventure/Drama/Fantasy,7.3,A víz érintése,HU,0.0,240150229
4233,Lady Bird,10000000,127569042,92.16,2017,tt4925292,94.0,"['Comedy', 'Drama']",Comedy/Drama,7.4,Lady Bird,IL,0.0,117569042
4256,Beauty and the Beast,160000000,1763213871,90.93,2017,tt2771200,129.0,"['Family', 'Fantasy', 'Musical']",Family/Fantasy/Musical,7.1,Красавица и чудовище,RU,0.0,1603213871
4294,A Dog's Purpose,25000000,267993515,90.67,2017,tt1753383,100.0,"['Adventure', 'Comedy', 'Drama']",Adventure/Comedy/Drama,7.2,Był sobie pies,PL,0.0,242993515
4321,Baby Driver,34000000,335930047,89.88,2017,tt3890160,113.0,"['Action', 'Crime', 'Drama']",Action/Crime/Drama,7.6,Baby Driver,IE,0.0,301930047
4354,"Everything, Everything",10000000,95724276,89.55,2017,tt5001718,96.0,"['Drama', 'Romance']",Drama/Romance,6.4,Весь этот мир,RU,0.0,85724276
4380,How to Be a Latin Lover,10000000,94705632,89.44,2017,tt4795124,115.0,"['Comedy', 'Drama']",Comedy/Drama,6.0,How to Be a Latin Lover,US,0.0,84705632
4397,Baahubali 2: The Conclusion,30000000,282488708,89.38,2017,tt4849438,167.0,"['Action', 'Drama']",Action/Drama,8.2,Baahubali 2: Finalul,RO,0.0,252488708
4411,An Inconvenient Sequel,1000000,9336117,89.29,2017,,,,,,,,,8336117
4412,Girls Trip,28000000,255994868,89.06,2017,tt3564472,122.0,"['Comedy', 'Drama']",Comedy/Drama,6.2,Girl Trip,,0.0,227994868
4425,Fifty Shades Darker,55000000,495832502,88.91,2017,tt4465564,118.0,"['Drama', 'Romance']",Drama/Romance,4.6,Cincuenta sombras más oscuras,MX,0.0,440832502
4458,Gifted,7000000,61765868,88.67,2017,tt4481414,101.0,['Drama'],Drama,7.6,Un don excepcional,UY,0.0,54765868
4480,The Florida Project,2000000,17199690,88.37,2017,tt5649144,111.0,['Drama'],Drama,7.6,El proyecto Florida,MX,0.0,15199690
4505,Resident Evil: The Final Chapter,40000000,340945882,88.27,2017,,,,,,,,,300945882
4506,The Hitman's Bodyguard,30000000,248247250,87.92,2017,tt1959563,118.0,"['Action', 'Comedy', 'Thriller']",Action/Comedy/Thriller,6.9,Duro de cuidar,UY,0.0,218247250
4538,Wonder Woman,150000000,1233696786,87.84,2017,tt0451279,141.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,7.4,Чудо-женщина,RU,0.0,1083696786
4569,Murder on the Orient Express,55000000,448749273,87.74,2017,tt3402236,114.0,"['Crime', 'Drama', 'Mystery']",Crime/Drama/Mystery,6.5,Mord på Orientekspressen,NO,0.0,393749273
4605,Perfectos Desconocidos,4000000,31166312,87.17,2017,,,,,,,,,27166312
4606,"I, Tonya",11000000,83811943,86.88,2017,tt5580036,120.0,"['Biography', 'Comedy', 'Drama']",Biography/Comedy/Drama,7.5,"Ben, Tonya",TR,0.0,72811943
4634,The Bye Bye Man,7400000,53583533,86.19,2017,tt4030600,96.0,"['Drama', 'Fantasy', 'Horror']",Drama/Fantasy/Horror,4.2,Bye Bye Man,PL,0.0,46183533
4652,A Bad Moms Christmas,28000000,199821209,85.99,2017,tt6359956,104.0,"['Adventure', 'Comedy']",Adventure/Comedy,5.6,Les Mères indignes se tapent Noël,CA,0.0,171821209
4686,Spider-Man: Homecoming,175000000,1214367490,85.59,2017,tt2250912,133.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,7.4,Spider-Man: Homecoming,FR,0.0,1039367490
4721,Darkest Hour,30000000,207250292,85.52,2017,tt4555426,125.0,"['Biography', 'Drama', 'History']",Biography/Drama/History,7.4,A legsötétebb óra,HU,0.0,177250292
4755,It Comes at Night,5000000,33705320,85.17,2017,tt4695012,91.0,"['Horror', 'Mystery']",Horror/Mystery,6.2,Viene de noche,CL,0.0,28705320
4774,The Greatest Showman,84000000,561005724,85.03,2017,tt1485796,105.0,"['Biography', 'Drama', 'Musical']",Biography/Drama/Musical,7.6,El gran showman,UY,0.0,477005724
4805,Logan,127000000,841738462,84.91,2017,tt3315342,137.0,"['Action', 'Drama', 'Sci-Fi']",Action/Drama/Sci-Fi,8.1,Wolverine 3,XWW,0.0,714738462
4835,John Wick: Chapter Two,40000000,263379193,84.81,2017,,,,,,,,,223379193
4836,Pitch Perfect 3,45000000,290633942,84.52,2017,tt4765284,93.0,"['Comedy', 'Music']",Comedy/Music,5.8,Auksta klase 3,LT,0.0,245633942
4858,Thor: Ragnarok,180000000,1162038313,84.51,2017,tt3501632,130.0,"['Action', 'Adventure', 'Comedy']",Action/Adventure/Comedy,7.9,Thor: Ragnarok,ES,0.0,982038313
4893,Guardians of the Galaxy Vol 2,200000000,1252129334,84.03,2017,,,,,,,,,1052129334
4894,Before I Fall,5000000,31186754,83.97,2017,tt1691916,98.0,"['Drama', 'Fantasy', 'Mystery']",Drama/Fantasy/Mystery,6.5,Πριν Φύγω,GR,0.0,26186754
4914,Star Wars Ep. VIII: The Last Jedi,317000000,1936903129,83.63,2017,,,,,,,,,1619903129
4915,The Lego Batman Movie,80000000,486410402,83.55,2017,tt4116284,104.0,"['Action', 'Animation', 'Comedy']",Action/Animation/Comedy,7.3,The LEGO Batman Movie,CA,0.0,406410402
4951,The Emoji Movie,50000000,302651825,83.48,2017,tt4877122,86.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,3.3,Emoji: La película,ES,0.0,252651825
4990,All Saints,2000000,11744202,82.97,2017,tt4663548,108.0,['Drama'],Drama,6.1,Tüm Azizler,TR,0.0,9744202
4996,The Fate of the Furious,250000000,1460611032,82.88,2017,tt4630562,136.0,"['Action', 'Crime', 'Thriller']",Action/Crime/Thriller,6.6,Fast & Furious 8,IT,0.0,1210611032
5048,Coco,175000000,1007734116,82.63,2017,tt2380307,105.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,8.4,Untitled Pixar Animation Project,,0.0,832734116
5084,The Boss Baby,125000000,685881795,81.78,2017,tt3874544,97.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.3,Baby boss,IT,0.0,560881795
5119,Captain Underpants: The First Epic Movie,38000000,200498874,81.05,2017,tt2091256,89.0,"['Action', 'Animation', 'Comedy']",Action/Animation/Comedy,6.2,Kapitan Majtas: Pierwszy wielki film,PL,0.0,162498874
5145,The Post,50000000,261652338,80.89,2017,tt6294822,116.0,"['Biography', 'Drama', 'History']",Biography/Drama/History,7.2,The Post: Los oscuros secretos del Pentágono,PE,0.0,211652338
5184,The Star,20000000,103606005,80.7,2017,tt4587656,86.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.3,Se armó el belén,ES,0.0,83606005
5207,Going in Style,24000000,123691120,80.6,2017,tt2568862,96.0,"['Comedy', 'Crime']",Comedy/Crime,6.6,Un golpe con estilo,UY,0.0,99691120
5238,The Foreigner,35000000,175176867,80.02,2017,tt1615160,113.0,"['Action', 'Thriller']",Action/Thriller,7.0,Иностранец,RU,0.0,140176867
5266,Atomic Blonde,30000000,149919348,79.99,2017,tt2406566,115.0,"['Action', 'Mystery', 'Thriller']",Action/Mystery/Thriller,6.7,Atomic Blonde,DE,0.0,119919348
5294,The Disaster Artist,10000000,49838283,79.94,2017,tt3521126,104.0,"['Biography', 'Comedy', 'Drama']",Biography/Comedy/Drama,7.4,Artista do Desastre,BR,0.0,39838283
5315,Visages villages,1000000,4968118,79.87,2017,,,,,,,,,3968118
5316,Kingsman: The Golden Circle,104000000,509038534,79.57,2017,tt4649466,141.0,"['Action', 'Adventure', 'Comedy']",Action/Adventure/Comedy,6.7,Kingsman: El círculo de oro,ES,0.0,405038534
5350,Let There Be Light,3000000,14474780,79.27,2017,tt5804314,100.0,['Drama'],Drama,4.7,Im Licht der Wahrheit,DE,0.0,11474780
5358,Tyler Perry's Boo 2! A Madea Halloween,20000000,95199144,78.99,2017,,,,,,,,,75199144
5359,Dunkirk,150000000,689905648,78.26,2017,tt5013056,106.0,"['Action', 'Drama', 'History']",Action/Drama/History,7.8,Dunquerque,PT,0.0,539905648
5391,xXx: Return of Xander Cage,85000000,389931772,78.2,2017,tt1293847,107.0,"['Action', 'Adventure', 'Thriller']",Action/Adventure/Thriller,5.2,xXx: Reactivated,HK,0.0,304931772
5425,Rings,25000000,110710301,77.42,2017,tt0498381,102.0,"['Drama', 'Horror', 'Mystery']",Drama/Horror/Mystery,4.5,El Aro 3,PE,0.0,85710301
5453,The Belko Experiment,5000000,21959762,77.23,2017,,,,,,,,,16959762
5454,Victoria and Abdul,21000000,90516216,76.8,2017,,,,,,,,,69516216
5455,Home Again,15000000,64357158,76.69,2017,tt5719700,97.0,"['Comedy', 'Drama', 'Romance']",Comedy/Drama/Romance,5.8,Újra otthon,HU,0.0,49357158
5484,War for the Planet of the Apes,152000000,636472429,76.12,2017,tt3450958,140.0,"['Action', 'Adventure', 'Drama']",Action/Adventure/Drama,7.4,La planète des singes: Suprématie,FR,0.0,484472429
5520,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,960800013,76.06,2017,tt1790809,129.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,6.5,Pirates of the Caribbean: Salazar's Revenge,SE,0.0,730800013
5573,Smurfs: The Lost Village,60000000,242598868,75.27,2017,tt2398241,90.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.0,Štrumfovi: Izgubljeno selo,RS,0.0,182598868
5610,Daddy's Home 2,70000000,279836626,74.99,2017,,,,,,,,,209836626
5611,Ballerina,30000000,118750899,74.74,2017,,,,,,,,,88750899
5612,Kong: Skull Island,185000000,729124871,74.63,2017,tt3731562,118.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,6.6,King Kong: Giant from Skull Island,JP,0.0,544124871
5645,Baywatch,60000000,233923969,74.35,2017,tt1469304,116.0,"['Action', 'Comedy', 'Crime']",Action/Comedy/Crime,5.5,Baywatch: Słoneczny patrol,PL,0.0,173923969
5677,American Made,50000000,186911212,73.25,2017,tt3532216,115.0,"['Action', 'Biography', 'Comedy']",Action/Biography/Comedy,7.2,American Made,US,0.0,136911212
5707,Posledniy bogatyr,8500000,30700192,72.31,2017,tt6175394,114.0,"['Action', 'Adventure', 'Comedy']",Action/Adventure/Comedy,6.5,The Last Hero,XWW,0.0,22200192
5719,Rough Night,20000000,68950000,70.99,2017,tt4799050,101.0,"['Comedy', 'Crime', 'Thriller']",Comedy/Crime/Thriller,5.2,Csajok hajnalig,HU,0.0,48950000
5748,The Circle,18000000,61149708,70.56,2017,tt2943946,93.0,"['Drama', 'Horror', 'Thriller']",Drama/Horror/Thriller,4.9,The Circle,GB,0.0,43149708
5776,Transformers: The Last Knight,217000000,733062023,70.4,2017,tt3371366,154.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,5.2,Transformers 5: Ο τελευταίος ιππότης,GR,0.0,516062023
5805,Ferdinand,111000000,374258310,70.34,2017,tt3411444,108.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.7,Fernando,PL,0.0,263258310
5834,Alien: Covenant,97000000,312783278,68.99,2017,tt2316204,122.0,"['Horror', 'Sci-Fi', 'Thriller']",Horror/Sci-Fi/Thriller,6.4,Alien: Covenant,BR,0.0,215783278
5870,Underworld: Blood Wars,35000000,111563195,68.63,2017,,,,,,,,,76563195
5871,Wish Upon,12000000,37778850,68.24,2017,tt5322012,90.0,"['Drama', 'Fantasy', 'Horror']",Drama/Fantasy/Horror,5.0,I Wish - Faites un voeu,FR,0.0,25778850
5887,Kidnap,21000000,65554187,67.97,2017,tt1458169,95.0,"['Crime', 'Drama', 'Thriller']",Crime/Drama/Thriller,5.9,Похищение,RU,0.0,44554187
5911,Flatliners,20000000,62056853,67.77,2017,tt2039338,109.0,"['Drama', 'Horror', 'Mystery']",Drama/Horror/Mystery,5.2,Línea Mortal: Al Límite,PE,0.0,42056853
5937,Cars 3,175000000,536442484,67.38,2017,tt3606752,102.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.7,Automobili 3,RS,0.0,361442484
5973,Columbus,700000,2127618,67.1,2017,tt5990474,104.0,['Drama'],Drama,7.2,Columbus,AR,0.0,1427618
5982,Justice League,300000000,884969504,66.1,2017,tt0974015,120.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,6.1,Liga pravde,RS,0.0,584969504
6015,Fist Fight,25000000,72473433,65.5,2017,tt3401882,91.0,['Comedy'],Comedy,5.6,Махач вчителiв,UA,0.0,47473433
6039,The Dark Tower,60000000,164162852,63.45,2017,tt1648190,95.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,5.6,A Torre Negra,BR,0.0,104162852
6085,Molly's Game,30000000,82077168,63.45,2017,tt4209788,140.0,"['Biography', 'Crime', 'Drama']",Biography/Crime/Drama,7.4,Velika igra,RS,0.0,52077168
6113,The Lego Ninjago Movie,70000000,182018756,61.54,2017,tt3014284,101.0,"['Action', 'Adventure', 'Animation']",Action/Adventure/Animation,6.0,Lego Ninjago elokuva,FI,0.0,112018756
6137,Diary of a Wimpy Kid: The Long Haul,22000000,56348301,60.96,2017,tt6003368,91.0,"['Comedy', 'Family']",Comedy/Family,4.3,Gregov dnevnik: Dugo putovanje,HR,0.0,34348301
6162,ChÄi dÃ n zhuÄnjiÄ,23000000,58807172,60.89,2017,,,,,,,,,35807172
6163,Geostorm,100000000,254496169,60.71,2017,tt1981128,109.0,"['Action', 'Sci-Fi', 'Thriller']",Action/Sci-Fi/Thriller,5.3,Geostorm,IT,0.0,154496169
6187,The Great Wall,150000000,379643957,60.49,2017,tt7535780,72.0,['Documentary'],Documentary,6.3,The Great Wall,IE,0.0,229643957
6190,The Mummy,195000000,490055030,60.21,2017,tt2345759,110.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,5.4,La Momia,MX,0.0,295055030
6224,Logan Lucky,29000000,72042913,59.75,2017,tt5439796,118.0,"['Comedy', 'Crime', 'Drama']",Comedy/Crime/Drama,7.0,Khosh-shansi Logan,IR,0.0,43042913
6251,The Founder,15000000,37189245,59.67,2017,,,,,,,,,22189245
6252,T2: Trainspotting,18000000,44493266,59.54,2017,,,,,,,,,26493266
6253,Snatched,42000000,103704355,59.5,2017,tt2334871,90.0,"['Action', 'Adventure', 'Comedy']",Action/Adventure/Comedy,4.5,Olha Que Duas,PT,0.0,61704355
6278,The Resurrection of Gavin Stone,2000000,4607584,56.59,2017,,,,,,,,,2607584
6279,Unforgettable,12000000,27589223,56.5,2017,tt3462710,100.0,"['Drama', 'Thriller']",Drama/Thriller,5.1,Незабравимо,BG,0.0,15589223
6302,Patti Cake$,1000000,2271238,55.97,2017,tt6288250,109.0,"['Drama', 'Music']",Drama/Music,6.8,Паттi Кейкс,UA,0.0,1271238
6309,Life,58000000,131163688,55.78,2017,tt5442430,104.0,"['Horror', 'Sci-Fi', 'Thriller']",Horror/Sci-Fi/Thriller,6.6,Life: Vida Inteligente,CL,0.0,73163688
6337,JÃ¬yÃ¬ dÃ shÄ«,20000000,44476001,55.03,2017,,,,,,,,,24476001
6338,All Eyez on Me,45000000,99799157,54.91,2017,tt1666185,139.0,"['Biography', 'Drama', 'Music']",Biography/Drama/Music,5.8,All Eyez on Me,,1.0,54799157
6348,The Zookeeper's Wife,20000000,43753935,54.29,2017,tt1730768,127.0,"['Biography', 'Drama', 'History']",Biography/Drama/History,7.0,Casa sperantei,RO,0.0,23753935
6377,The Nut Job 2: Nutty by Nature,40000000,85808911,53.38,2017,tt3486626,91.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,5.5,Det store nøddekup 2,DK,0.0,45808911
6412,The Wall,3000000,6298326,52.37,2017,tt4218696,88.0,"['Action', 'Drama', 'Thriller']",Action/Drama/Thriller,6.2,Стена,RU,0.0,3298326
6425,mother!,30000000,60331080,50.27,2017,,,,,,,,,30331080
6426,Same Kind of Different as Me,6500000,12847210,49.41,2017,tt1230168,119.0,"['Biography', 'Drama']",Biography/Drama,6.6,Tão Diferentes Quanto Eu,PT,0.0,6347210
6440,Blade Runner 2049,185000000,351411567,47.36,2017,tt1856101,164.0,"['Drama', 'Mystery', 'Sci-Fi']",Drama/Mystery/Sci-Fi,8.0,Blade Runner 2049: Biçak Sirti,TR,0.0,166411567
6472,Power Rangers,120000000,227896002,47.34,2017,tt3717490,124.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,5.9,Power Rangers,PT,0.0,107896002
6492,Ghost in the Shell,110000000,208474247,47.24,2017,tt1219827,107.0,"['Action', 'Drama', 'Sci-Fi']",Action/Drama/Sci-Fi,6.3,Привид у бронi,UA,0.0,98474247
6532,Marshall,12000000,20168475,40.5,2017,tt5301662,118.0,"['Biography', 'Crime', 'Drama']",Biography/Crime/Drama,7.3,Marshall,AR,0.0,8168475
6541,CHiPS,25000000,41790444,40.18,2017,,,,,,,,,16790444
6542,American Assassin,63000000,104559814,39.75,2017,tt1961175,112.0,"['Action', 'Thriller']",Action/Thriller,6.2,Amerikietis zudikas,LT,0.0,41559814
6572,Table 19,5000000,8235295,39.29,2017,tt1412528,87.0,"['Comedy', 'Drama', 'Romance']",Comedy/Drama/Romance,5.8,Столик 19,UA,0.0,3235295
6586,Demonic,3000000,4668109,35.73,2017,,,,,,,,,1668109
6587,Father Figures,25000000,38539685,35.13,2017,tt1966359,113.0,"['Adventure', 'Comedy', 'Drama']",Adventure/Comedy/Drama,5.5,Bastardos,PT,0.0,13539685
6616,Friend Request,9900000,15069913,34.31,2017,,,,,,,,,5169913
6617,The Snowman,35000000,49896911,29.86,2017,tt1758810,119.0,"['Crime', 'Drama', 'Mystery']",Crime/Drama/Mystery,5.1,The Snowman,,1.0,14896911
6655,Valerian and the City of a Thousand Planets,180000000,255577726,29.57,2017,tt2239822,137.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,6.5,Valerian y la ciudad de los mil planetas,ES,0.0,75577726
